date,matched_words,Deidentified_paragraph,city
11_14_2016,affordable housing,"And there needs to be more affordable housing. That 30% should be mandatory if anybody develops. PERSON0, [PERSON].",buffalo
11_14_2016,affordable housing,I also support inclusionary zoning. I think we need to be creative in order to ensure that there's affordable housing in our city. I don't think this is appropriate probably for the Green Code.,buffalo
10_31_2017,affordable housing,"Item 33, request to speak affordable housing editorial. Motion to send the legislation, items 33 and [DATE]. Second by [ORGANIZATION] Member [PERSON].",buffalo
07_11_2023,affordable housing,"Second by [ORGANIZATION] Member [PERSON]. Item number 19, [ORGANIZATION] [DATE] Annual Action Plan. Okay, I'm going to motion to approve, but I was told that I'm going to get additional information regarding the demolitions of 480,000, a detailed list of where those demolitions are going to occur for some affordable housing.",buffalo
04_16_2019,affordable housing,"If a developer comes and asks for a market, full market rate, They need to pay for full market rate unless there's a reason we're becoming involved. But this one, from the beginning, I asked [PERSON] when they came to us, I ask because the people are asking for affordable housing and to see if there's a [STREET] that that could work. With Article 16, we do have that oversight and be able to monitor the project.",buffalo
11_14_2016,affordable housing,"Go ahead, sit down. My name is [ORGANIZATION], and I'm here as a developer currently working on FAC0. I support the need for affordable housing, and I understand the need for affordable housing, particularly in the east side.",buffalo
12_12_2019,affordable housing,These changes from the original application include and I want to read this because I want people to know exactly what some of the benefits are that we have not mentioned up to this point. One prohibiting front yard parking. Greater setback protections for neighborhood properties to ensure that any new buildings are not towering over adjacent neighbors Most importantly the revised [ORGANIZATION] includes standards for affordable housing and green space Thankfully the current developer has agreed to providing affordable housing and green space but by including this standards in the [ORGANIZATION] This ensures that those standards are written into law and will need to be complied with regardless of who owns the property.,buffalo
11_29_2016,affordable housing,"They all include workforce housing or affordable housing. And one of my greatest concerns has been all of the new development that was coming downtown, much of it was market rate. And so you would not have that inclusion and that diversity.",buffalo
02_19_2019,affordable housing,"yeah, I agree, we just have to stay on until we get moving some direction legislatively, and that's being worked on. Right now we just met with [ORGANIZATION], [PERSON] and others in the partnership to talk about how we target areas to be able to make sure we get affordable housing in the [ORGANIZATION] is not just market rate next item",buffalo
01_05_2021,affordable housing,"so I just want to thank my colleagues for continuing to have this conversation that when we are going to sell city land and there's going to be a housing project how important in these neighborhoods that have  that are seeing gentrification, that some people are still able to stay. Right now it's an empty lot, nobody's able to live there. But there will be possibly approximately 30 units and the developer is working on at least 10% of those units being affordable housing.",buffalo
02_19_2019,affordable housing,"I can't live anymore because I can't afford to rent there any longer. My heart goes out to those people and I'm here to speak up on their behalf. So I want to commend the mayor, the administration, especially [PERSON] who brought up this issue on making that particular development affordable housing.",buffalo
10_15_2024,affordable housing,"Miscellaneous, item number 55, affordable housing task force, [ORGANIZATION] recommendations. Motion to send this community development. Seconded by [ORGANIZATION] Member [PERSON].",buffalo
12_12_2023,homelessness,"Champions of the principles of self-determination, building trust, fostering a goal-oriented environment for families striving to overcome homelessness. And whereas through your organization's tireless efforts helps families find their [STREET] back home. providing essential support during challenging times.",buffalo
12_12_2023,homelessness,"And you go to work and you put your head down and you sweat and you bleed and you cry and you just try to get families home again. Family homelessness is about 35% of homelessness all over the [STREET]. And right now we don't have enough shelters and so your support, your recognition is so important for us to be able to continue the work that we do and to get the message across.",buffalo
11_26_2024,homeless; homelessness,"So it's very working with the homeless population, with families experiencing homelessness is a lot [ORGANIZATION]. You know, but we do it with love and compassion, and we're there to serve the community. We're actually trying to build a second shelter because family homelessness is really escalating right now, and there's not enough space and shelter to house families.",buffalo
06_27_2017,affordable housing,"There have been people that have been contacted, and we know this, that have been questioned to say affordable housing or affordable inclusionary zoning is bad, and they have resisted doing that. And I stand up for those people that have resisted. So thank you once again and all our colleagues that have...  maintain an open mind and hopefully we can work through this complicated process.",buffalo
11_14_2016,affordable housing,"I think our city government has a great opportunity to make a very progressive move in adding inclusionary zoning to the green code. What it will do is secure affordable housing for the people who live in this city. I want to give a shout out to my council person, [ORGANIZATION], who has taken the information that we've provided  and has seriously considered how this could benefit our community.",buffalo
11_26_2024,homeless,"Whereas [ORGANIZATION] was founded in [ORGANIZATION] as a [INSTITUTION], [PERSON] they operate an emergency shelter, a [INSTITUTION], and a rapid rehousing program. Their mission is to provide runaway homeless and [STREET] youth with safe shelter and services in an environment that supports dignity, respect, and self-reliance. [ORGANIZATION] has been the Executive Director of [ORGANIZATION] since DATE2, and DATE3 marks Ms. [PERSON]'s [PERSON] of service at the agency, having previously served as [ORGANIZATION]'s Assistant Executive Director.",buffalo
04_16_2019,affordable housing,I want to see it used. There's some places in [ORGANIZATION] that I want to see this article used. because we want to make sure we use every tool in the toolbox to keep affordable housing.,buffalo
01_05_2021,affordable housing,that's the president [PERSON] yes council member [PERSON] yes council member [PERSON] council member PERSON3 yes that's my wife yes and what is item before you call the next item i just want to state for the record that the designated developer agreement for 160 162 164 best and [DATE] [ORGANIZATION] because that is obviously city land and the developer is interested in putting housing we have been in  conversation with them about some affordable housing there because this is they do have a market rate project the developer has been very very open to adding a percentage of affordable housing to this program,buffalo
04_19_2022,affordable housing,"And the city commissioned this to make city welcoming, to make sure that many of the needs of the new Americans, the new residents that are here,  received the assistance, whether it was employment, affordable housing, secure housing, policing, language, access, translation, interpretation, health,  health, making sure that people understood how government worked for them. I think it's very important. And I just want to commend the administration for ensuring that this study was done.",buffalo
02_19_2019,affordable housing,[ORGANIZATION] is putting in an affordable housing component. um and that's important and it is not even mandated,buffalo
11_14_2016,affordable housing,"My name is [ORGANIZATION]. I'm the Director of [ORGANIZATION] at ORG0. We are, among many other things, an affordable housing developer.",buffalo
11_16_2021,affordable housing,This is [ORGANIZATION] at [TIME] At the delegate right. So I'm hoping that everyone who's watching will attend because this is a major development that will bring more affordable housing here to the city of [ORGANIZATION] and we really would like everyone's input. We have been in communication with the developers and they seem to be very very excited and knowledgeable at the same time about what they're trying to do here.,buffalo
03_17_2020,affordable housing,[ORGANIZATION] is correct we've had numerous community meetings and we do have an mou we do have a pud which i supported i supported the zoning map amendments i support the townhouses the affordable housing components mwbe but one thing i did do is i committed to the residents that along the [STREET] as this process moved forward i would keep them engaged i certainly support it i understand uh  that city wants to sell off its assets and it's being underutilized. And I agree with you.,buffalo
11_03_2021,affordable housing,Or else people who need affordable housing in that area that's there will be just put out. councilman [PERSON] yeah,buffalo
11_01_2016,affordable housing,"And the more I think about this, how important this is to have inclusionary zoning where when you're building residents, residential units to make sure that people can afford, at least a portion of them should be some affordable housing. Because I think what we're doing, what we hear right now is in certain areas you have subsidized housing and you have a lot of that. You know, we do a lot of ribbon cutting for housing that is for low income in certain areas.",buffalo
06_27_2017,affordable housing,"And why I am very encouraged by Ms. [PERSON]'s questionnaire, because it starts that conversation. And we have citizens who are not elected who are going to fill out that questionnaire, who each council member has had the opportunity to appoint to that affordable housing task force, and if you haven't, you still can. And so, very good.",buffalo
04_16_2019,affordable housing,"This developer would not be able to get any tax break on every property, or the developer would have to come back to this council. And I want to be clear, and I want to be heard loud and clear. The affordable housing component is the only reason that I'm supporting this article at this point for this project.",buffalo
11_03_2021,affordable housing,"And people who needed affordable housing, I know I'm a [ORGANIZATION] boy, so I'm a little in a different spot. When they begged for that [STREET] to be redone, and now it's like, let's find the money to put a stadium there. Not saying I'm for it or against it, it is [PERSON] district, and I would yield to however he felt with still wearing my [ORGANIZATION] hat.",buffalo
12_12_2023,homeless; homelessness,"because they did not understand that homelessness is not only about people under bridges, but those who have to move back home, those who are couch surfing, those who are in shelters, and your organization has been on the forefront. And this just briefly says in collaboration with partners, [ORGANIZATION] seeks to create a community that envelops, homeless children and their families in hope. That they are committed to a personal and family focused approach, recognizing the inherent dignity and worth of every single individual.",buffalo
04_16_2019,affordable housing,"And we will have all of that information. There is a connection, though, between the tax break. seeking that and an understanding that this council very fairly looks upon the affordable housing aspect of this.",buffalo
11_14_2016,affordable housing,"The new development that we're seeing across [ORGANIZATION], and we're in support of new development, but much of that new development is luxury housing with rents of $1,200, $1,800, $2,500. That is not affordable to the vast majority of this city, and in addition, that new development  leads to increases of rents and home prices in the surrounding area, again, furthering displacement and lack of affordable housing in this city. So inclusionary zoning directly goes to mitigating the impact of new development, and we hope it is included in the Green Code so that the new [ORGANIZATION] is an equitable city and provides opportunities for all of us who live here.",buffalo
11_14_2023,affordable housing,"And I want to thank this council for supporting [ORGANIZATION]. We'll hear the complaints, but we probably won't hear all of the, at least something, something is being done more than talk. but real legislation.",buffalo
01_10_2023,affordable housing,"But it seems again, it seems you're fixated on the city taking your property and giving it to someone else. I hope that's not the case, but I hope there's someone responsible that's going to do something with that property.  to continue to enhance [ORGANIZATION], enhance downtown, because that's what this is about. How do we continue to develop the downtown area for housing development, even affordable housing?",buffalo
03_05_2019,affordable housing,"And also, you know, the perfect... cannot be the enemy of the good because we could demand deeper considerations for affordable housing there. For example, this building was assessed for about 4.4 million in change, and we sold for 3 million, but it's a cash deal. But as Mr. [PERSON] pointed out in our meeting, the [ORGANIZATION] program is we've opted into it.",buffalo
05_30_2017,affordable housing,"Second by [PERSON]. Item 45, [ORGANIZATION]. Motion to send to ledge.",buffalo
11_14_2016,affordable housing,"But since we are not [ORGANIZATION] or [PERSON] or [ORGANIZATION], we don't have to think about or worry about that yet. Further, when asked if he could name a fair price for affordable housing in the city, he didn't have an answer. Secondly, I'd like to, in a meeting in [LOCATION], [ORGANIZATION] made a statement that during [ORGANIZATION] we saw some of the most vibrant communities in American history.",buffalo
10_17_2023,affordable housing,"For the following condition following the completion of all phases of development There shall be no fewer than 616 units of affordable housing on the site currently known as 90 and 100 FAC0. I Thank you, sir. For the record.",buffalo
02_06_2024,affordable housing,"Our goal, and one of the things you'll hear me talk about a lot over [ORGANIZATION] or two, we're going to try to do four things in this city. One, within our community, if we can bring every child up to grade level in their reading and their mathematics, If we can make sure that every home is up to code and that people are living in safe, quality, affordable housing. And if we can make sure that every person who is working or does not have a job is working at their highest capacity so they can earn as much money as they can.",buffalo
05_11_2021,homeless; homelessness,"In [ORGANIZATION], the coalition has served as the lead entity for [ORGANIZATION] continuum of care for the homeless, providing services, training, and technical assistance on the complex issues that all of our homeless assistance providers encounter [PERSON]. We also serve as the administrator for the operation of the region's homeless management information system and provide training, technical assistance, and help desk support to the numerous programs that enter their client data into that system. We have a long-standing relationship with [ORGANIZATION] in addressing homelessness and appreciate the continued support of these activities through the funding recommended before you DATE2.",el paso
10_25_2022,homeless,"we did it for homeless shelters we did it for schools etc right in places where we knew that he needed to provide additional assistance in order to prevent the spread of covid under that same authority the city council supported his direction to issue a county-wide mass mandate and then those are reviewed periodically however there aren't any  expiration date set by statute, it's simply the authority given to him under state code and the health code to issue those types of orders to protect the public health and safety. That's what the authority was that Dr. [PERSON] issued his countywide mandate. And then it doesn't come back to council in terms of approval.",el paso
07_02_2024,homelessness,"Whereas [ORGANIZATION] ORG1  partnered with ORG2 to provide a rapid [PERSON] response called Operation Safe [INSTITUTION] to provide contactless intake at [ORGANIZATION], which served over 3,000 individuals in [ORGANIZATION], with no instances of [PERSON] originating from the housing shelters. And whereas in [LOCATION], [ORGANIZATION] adopted a new strategic objective identified to develop solutions to increase access and resources to [ORGANIZATION]ans experiencing or at risk of homelessness. And whereas in [DATE], the city of [ORGANIZATION] received [ORGANIZATION] ARPA funding.",el paso
09_14_2021,homeless; homelessness,"That letter was endorsed by numerous member agencies of the [ORGANIZATION] that value our work and recognize the contribution we provide to [ORGANIZATION] and the entire region in addressing homelessness. I wanted to speak [ORGANIZATION] to provide some context regarding this request and the consequences of eliminating or reducing funding. Since DATE1, the [ORGANIZATION] supported the [ORGANIZATION] through a planning grant, enabling us to provide intensive training and technical assistance to agencies working directly with the homeless, supporting our work in addressing chronic homelessness and homelessness among veterans, youth, and families.",el paso
10_12_2021,homeless,"I just have a couple of questions. You mentioned, is this just to blanket homeless or you said the general public? The general public representative.",el paso
11_07_2023,homelessness,"Our recommendation at this point for this particular item for the cash assistance program would be to issue a notice of funding availability, which would address the process component of the council direction from the meeting [ORGANIZATION], so that we would solicit a nonprofit organization that could provide any service in alignment with the results of the most recent community needs assessment, as I've just described it,  with the metrics and standard as required by law and by ARPA regulation. That goes back a little bit to the slide and I'm happy to go back and talk a little more about ARPA regulation in terms of these types of programs, but we would want to make sure that that notice of funding availability was very, very clear  With the applicants with the sub recipient applicants about what the rules would be What kind of documentation we would be requiring so that again not only are we issuing? assistance through our sub recipients to this community in need, but we are also [LOCATION] the investments of the city of [ORGANIZATION] and ultimately of the taxpayers at [DATE] however, what I can tell you is that  out of the community needs assessment for [LOCATION], and just the experience that we've had on the ground with all of our nonprofit service organizations, is that the priority in our community right now is folks that are at risk of eviction or at risk of homelessness.",el paso
07_05_2023,affordable housing,I have presented my concerns  before the plan the plan commission and personally and in writing to the subcommittee form to consider community responses to the plan. The association will present their concerns to you and I want you to know that I support the recommendations. I especially ask that the council rebuff any intention to displace current residents of the area in favor of more affluent residents also to assure that future development encourages homeownership of affordable housing energy independence and that local residents  are given the opportunity to participate in development decisions and small business creation in the affected area.,el paso
02_01_2022,affordable housing,"so again i'm uh i'm lost to say why these are mediocre projects yes they did not score uh first of all i'm surprised that i've gotten you know i've never gotten enough in my life so i'm not sure why there's an f you know we've got enough on these deals i mean i'm passionate about affordable housing we've submitted three deals uh two of the properties we own the land  The other, [ORGANIZATION], we had to land a new contract.",el paso
04_25_2023,unhoused,"I read in a statement that this will also help individuals who are unhoused  It will help individuals have access to libraries, which we know currently we charge individuals in the county. We want to be able to increase the education in this community. But I think that the banking element is a really important part of this.",el paso
11_07_2023,affordable housing,"258 affordable units is huge. As you said, it's like a really unprecedented investment for us. Again I just want to emphasize affordable housing, it provides stability for families.",el paso
04_25_2023,affordable housing,"We've been to that community in [ORGANIZATION], I think you're referring to, I'm not the one in [PERSON], and it's been a very, very useful experience because they have on-site job training, they have all kinds of education for their individual healthcare, but one of the things that I can add in regards to the  housing authority application is that these folks are really leaning in in regards to transportation for the clients, you know, [ORGANIZATION] income tax preparation. There's food pantry and I'm sure that their CEO can probably speak to that better than I can, but we would never just take an application where someone's just building affordable housing units or someone's just doing something, a single thing. It's all about that ballot added",el paso
03_30_2021,homelessness,"Number one, [ORGANIZATION] and [ORGANIZATION], which is out there, a regional park in  on FAC1. A lot of people are complaining about alcohol possession, alcohol consumption, sexual activities, homelessness, the congregation of vehicles and persons in the park after [TIME], and of course the noise issues, litter issues, and things like that. And I know we all can be out there at the right [STREET] at the right time, and I know budgets are tight right now, and we will be going into [ORGANIZATION], but I  I would think some point we need to really talk about security issues for whether besides just the [INSTITUTION], maybe some cameras, things like that.",el paso
11_19_2024,homelessness,"And whereas addressing hunger and homelessness is critical for the economic prosperity of [ORGANIZATION] families,  And whereas [ORGANIZATION] has made tremendous contributions to supporting and protecting the most vulnerable Alpacians by deploying federal and state funding for support in housing affordability, homelessness, utility cost burden, access to food, and supporting individual financial stability. And whereas there are many community organizations committed to sheltering and providing supportive services as well as meals and food supplies to people experiencing hunger and homelessness,  and whereas it is the responsibility of the ORG1 to serve as the catalyst for the community partnerships, collaboration, and change, ensuring equity, resilience, and sustainability for the most vulnerable [ORGANIZATION]ans by giving voice to the underrepresented, supporting a strong system of human services and investing in [ORGANIZATION] homes, family, and neighborhoods, and whereas [LOCATION] [ORGANIZATION] has shown incredible leadership  by integrating the needs of the individuals experiencing homelessness as a strategic city objective in [LOCATION] [ORGANIZATION] Strategic Plan, and whereas [ORGANIZATION] Helps, [ORGANIZATION] Ayuda serves as a collaboration of organizations providing support to families in crisis, driving community stability and resilience,  as well as ensuring that individuals in crisis experiencing basic need insecurities are connected to the services immediately now therefore be it proclaimed by the mayor and [ORGANIZATION] of [ORGANIZATION] that [ORGANIZATION] shall be known as hunger and homelessness [DATE] and it's signed by the Honorable Mayor [PERSON]",el paso
02_01_2022,affordable housing,"And so the thing is that it's not like they were not aware. It's not like staff hadn't,  [ORGANIZATION] had made these regulations part of the deal in our vote so the main thing to say was that definitely public transportation some of those people that live in affordable housing don't have cars they don't have families that can go pick them up they don't have they either have to walk to their destination or take public transportation as you saw none of these projects had anywhere near the public public transportation that's much needed to  I feel that we weren't the city wasn't provided with any really viable project to vote on and I I'm really disappointed that because I didn't expect that from from the competitors the applicants",el paso
04_13_2021,homeless,"My next question is, I know you said everything has a match except for the homeless housing. Where did that match come from? Or where are those matches coming from?",el paso
11_07_2023,affordable housing,So a deal that is perhaps maybe $10 million could maybe be a deal that it's $20 million and really increase the...  production of affordable housing units and rehab those affordable housing units in our community. So we follow that model. We push that model.,el paso
11_07_2023,homelessness,"However, we feel that the $500 that was discussed would not be an issue as far as eligibility if the [ORGANIZATION] was to be dedicated or allocated towards this particular program and So again, we did look at a couple of different sources. We looked at the economic development funding that the city currently has although there is available funding currently the [STREET] that or what was discussed at the [ORGANIZATION] council meeting was that particular program would not fall within the impact fund or within the ORG1 policy Which has been approved by ORG2 We looked at the CDBG funding  Unfortunately, [LOCATION] notice of funding availability won't go out until DATE2 and this particular group that was mentioned at that [ORGANIZATION] meeting Would be eligible to apply to submit a proposal for That particular program and then finally as I mentioned looking at [ORGANIZATION] in which there was twelve million dollars that was approved by ORG2 towards the community development and  particularly related to the community recovery and so a couple of different items that were addressed and that presentation back in [LOCATION] which i sent to you all back on again that [PERSON] meeting so you've seen that presentation but particularly related to housing homelessness household stability and food stability so we feel that that would be probably the best use if there would be a reallocation of that funding that was approved back in [LOCATION] of [DATE] and so with that i'm going to turn it over to mr [ORGANIZATION] who will get a little bit more detail about the recommendation  thank you [ORGANIZATION] climate and sustainability officer for the record so as [ORGANIZATION] was mentioning our ultimate recommendation is going to be to reallocate funds from the existing [ORGANIZATION] allocation for community recovery and also as he mentioned  The reason community recovery is because the direction from ORG3 in that particular pot allocated to community and human development was targeted at addressing the most vulnerable in our community.",el paso
05_24_2022,affordable housing,"We are hoping to be able to invest in 89 affordable housing units in three different program areas [ORGANIZATION] in the amount of $4.2 million. This is through [ORGANIZATION]. And again, we have over [LOCATION] and predominantly over DATE2 our regional housing plan, adjusted our program policies so that we can encourage private sector investment and leveraging of funds so that we can produce even more affordable housing units  than ever before.",el paso
03_14_2023,affordable housing,"The regional housing plan is on that timeline because we started to look at what? Creating housing affordability.  and building new affordable housing in the urban core of our community in five priority areas that really reduced the footprint of housing in our community in terms of materials built, in terms of reusing existing building stock. These are all climate action initiatives.",el paso
06_22_2021,homeless,"My name is [ORGANIZATION], and I'm the Director for [ORGANIZATION]. So I really just wanted to take this opportunity to thank [PERSON] and the staff of ORG1 for recommending funding for the coalition, as well as all the other homeless assistance programs that are receiving support in this [ORGANIZATION]'s actual action plan. And really to also acknowledge the...  work in this [ORGANIZATION]-long planning process that [ORGANIZATION] described [DATE].",el paso
02_13_2024,homelessness,"And we're asking this interest to be a different type of discipline than the ones that are they are looking, witnessing, and holding the sign as though for food as the total reason for this. And we're asking response as well what homelessness is, as avenues turn our [STREET] to a progressive interest in feeding, and utilizing the attitudes of the local community. But [ORGANIZATION] prepares new rules for it.",el paso
10_12_2021,homeless,"homeless shelters, the employees, and the homeless themselves who are vulnerable at times. Okay. Well, I think that kind of rounds out the question.",el paso
10_12_2021,homelessness,And so we don't want to create a cycle of homelessness as it relates to in and out of the county jail as an example. And I would like to suggest that we have some significant discussions with regard to the approach that we take. It could be modeled for example after the [ORGANIZATION] program and the reason I bring the [ORGANIZATION] program up to the forefront is it's focused on those that have a significant mental health diagnosis.,el paso
11_07_2023,affordable housing,You make sure that there's also private money to make sure that you increase the affordable housing units. So we were very pleased that we put out $19.2 million of our funds. And what we got back from the developers was a total investment of $50 million.,el paso
10_12_2021,homeless,"And this is probably another obvious question, but this would not discriminate between somebody carrying an open container that would either be a, a, a, a, a, a, a, a, a, a, a, a, a, a,  somebody that would be at a [INSTITUTION] or a resident that would live a block or across the [STREET] from a [INSTITUTION] that had an open container it would not discriminate anybody that had an open container could would commit an offense with this. That's correct. There would be no difference between a local resident and  who would be in violation of this ordinance and a person who's utilizing a [INSTITUTION].",el paso
10_12_2021,homeless,"I commit to continuing to work with the community of providers to add more alternative Non-punitive measures to the response and possibly bringing back amendments in the near future in [ORGANIZATION] We have created non police [STREET] outreach teams in partnership with other providers and they now provide the initial response to calls about the homeless and  That program is working great. I hope that this conversation shows that my colleagues are willing to increase the funding for expanded [STREET] outreach. For now, this ordinance change provides an additional tool in the more complicated cases that the [STREET] outreach teams are now not able to address.",el paso
10_12_2021,homeless,"Actually, it protects the homeless, like I stated earlier. They're vulnerable. They also need help.",el paso
06_07_2022,affordable housing,"So I'd like to talk to you about the good stuff. Let's chat about the new stuff we just finished and the $127 million in quality affordable housing that we're bringing to [ORGANIZATION]. If we could put the video up real quick, I'd appreciate it.",el paso
10_11_2022,homeless; homelessness,I would like to just add one more point on that is I don't know what additional funding that [ORGANIZATION] makes them entitled to I don't know of any grant fund specific I mean that right now what they're using through the [ORGANIZATION] emergency food and shelter grant as we've talked about that's for homelessness That's for regular homeless.,el paso
12_15_2020,homeless,"Thanks Mayor. Could you go back to that slide, I guess [DATE]. So the, the hotel project that is open for any eligible families or is that, or is that essentially us moving our [INSTITUTION] to a hotel?",el paso
10_25_2022,homeless,"In [ORGANIZATION], we've also been able to serve 802 homeless individuals. 59% of our patients at [ORGANIZATION] are unfunded individuals. We do offer 24 program services to include primary care, pediatric, dental, pharmacy, behavioral health, outreach and enrollment.",el paso
07_02_2024,homeless; unhoused,"And [ORGANIZATION] allocated its portion of funds for programs to stabilize the homeless service system and was able to use the lessons learned in Operation Safe [INSTITUTION] to construct a plan to leverage the power of local, non-governmental organizations . And, whereas Operation Safe [INSTITUTION] provided valuable insight into the needs of [ORGANIZATION] unhoused and vulnerable populations, [ORGANIZATION] was able to extend [ORGANIZATION]'s partnership and tap into their ORG2  to engage [PERSON], a local digital marketing company, to design workflow, user interface, and marketing materials for [LOCATION]. And [ORGANIZATION] from [ORGANIZATION], [ORGANIZATION], in collaboration with the city's ORG6, developed the [URL], or ORG7 portal, to enable vulnerable populations to readily connect to a [ORGANIZATION] video  contact center manned by local NGOs and supported by [ORGANIZATION] services.",el paso
02_01_2022,affordable housing,"And  towards this wanting to see infill development and wanting to see these kind of affordable housing projects we need to be addressing that as well. My big concern here is with the staff's recommendation is that essentially we're going to be rewarding sprawl because if we don't go and give any numbers to this whether it's a resolution of support or otherwise we're going to be going essentially and not getting any support  If so facto, we're going to be encouraging these developments to occur in our county, which absolutely has less access to mass transit, educational and retail and job opportunities for our community. And so I'm not sure I can support staff suggestions [ORGANIZATION].",el paso
04_25_2023,homeless; affordable housing,"Mayor [PERSON], that's a very, very good comment. Just so you know, from our position, it's always about the value added. And so when we are looking at applications not just for affordable housing, but for homeless services, for other different services that we might offer under these funds, and they're very limited, and inflation is certainly hurting,  a lot of these dollars, we look for that value added to your point.",el paso
10_12_2021,homeless,"And although we all have training in mental health and such, this would have to be something that would have to be explored. I wouldn't be in the position to say we could go administrative on it from the beginning or make references on it. Because again, it's not just gonna be the homeless that are out there that are gonna be receiving or being addressed in regards to this ordinance.",el paso
09_14_2021,homelessness,"Okay. Good [TIME], Mayor, [ORGANIZATION], City Manager. DATE0, I emailed each of you a letter requesting that grants provided to the coalition and approved by council on DATE1 be reinstated to reflect the original scope of work and related deliverables that support the network of provider agencies serving those experiencing homelessness.",el paso
10_12_2021,homeless,My name is [ORGANIZATION]. I'm the Deputy Director for [ORGANIZATION]. And I do want to point out a couple things.,el paso
10_12_2021,homeless,And that would be that would be a monetary cost or that would be jail time? Like Mr. [PERSON] mentioned earlier sir it would be up to a $[ADDRESS] that would determine the additional steps after that. And that $500 would be whether or not it was somebody that was having an open container outside their own home across from a [INSTITUTION] or somebody who was homeless themselves.,el paso
04_23_2024,affordable housing,"If council considers any action related to the ratepayers,  It may be more prudent to disperse that needed cost for infrastructure improvements among all rate payers. The impact to each water meter would be minimal and would provide [ORGANIZATION] with the funding needed to meet its obligations. And by the [STREET], the [ORGANIZATION]'s presentation earlier I think is somewhat timely as they underscore the cost of affordable housing [ORGANIZATION].",el paso
07_16_2024,affordable housing,"The development community and special interests debate  both large and small, go to [ORGANIZATION] to seek changes that often override certain community authorities. That's in this environment, too. We have already had one hearing in the [ORGANIZATION] and the [ORGANIZATION] have issues on housing availability and affordability, and not  affordable housing in the sense of subsidized or incentivized housing programs But truly in the private sector of how they allow more housing stock what has generally and what last session had been the the Bulk of the proposals to help with that were things that preempted city authority on zoning lot sizes  mandating by right accessory dwelling units or back houses all came very close to passing within [ORGANIZATION] period a number of those proposals died by very slim margins they're all back for consideration during the interim in that issue of that in the list that you see here  will all be considered and I suspect that we will be fighting to maintain some of those those issues it again have it back here you see under city administration this is another one I wanted to make sure and it's somewhat preemption we listed as community censorship or limitations on advocacy and  Go back to I mentioned that cities have more bills that impact departmental operations and citizen services than any other entities.",el paso
06_22_2021,affordable housing,"multifamily construction, you'll see that through all of these funds, we're looking to add 282 affordable housing units. That's through rehab or development of new units. And this is a lot more than we've been able to do in the past, because in the past, we've been funding essentially 100% of every unit.  that we developed.",el paso
06_22_2021,homeless,"And you can see on the slide here, at just over a half a million dollars, you can see that it just scratches the surface in terms of the need in [ORGANIZATION]. Again, for context.  not including rental assistance, which is in essence homeless prevention. DATE0, we deployed over $10 million to address the needs of the homeless in our community.",el paso
06_22_2021,homelessness; affordable housing,"So with those funding sources that I've mentioned, our team is charged with supplementing efforts to address homelessness,  support affordable housing solutions, stimulate economic growth in low-income communities, improve community health conditions through access to medical and mental health, promote programs that improve physical health and well-being, as well as improve access to child care and developmental education, ultimately improving quality of life specifically for the most vulnerable of all. All of that with $10.2 million.  100% of the programs that we fund, and this is what makes this funding a little different, must serve low to moderate income communities or populations of presumed benefit. And that's everyone ranging from folks that are suffering from instances of domestic violence, elderly persons, severely disabled adults, illiterate adults, persons living with AIDS, migrant farm workers, and especially and including individuals experiencing homelessness.",el paso
05_24_2022,homelessness; affordable housing,"The four entitlement grants that I mentioned are the Community Development Block Grant with just over $6 million, [ORGANIZATION], which is focused on affordable housing and housing development, as well as single-family rehabilitation and first-time homebuyer programs at a little more than $2.5 million. [ORGANIZATION], which is wholly focused on addressing homelessness in our community at just over $1.5 million. And our ORG1 program at just over $700,000.",el paso
10_12_2021,homeless,"You're going to get hit with...  lawsuits for profiling and discrimination because you have singled out a portion of our population for special enforcement and they're going to nail you to the wall the only good thing coming out of that is they won't be homeless anymore they'll have a lot of money to live on i ask that you rethink this postpone it go back and look at the issue maybe you can find something that will actually work  incarceration of the homeless never works it hasn't worked it's not going to work you got to be smarter than the rock you're trying to break so please postpone this and rethink it thank you that concludes public comment on this item mayor thank you we have represent milliner Thank You mayor chief is out owed right now currently do you know if  [ORGANIZATION] is accepting Class C violations like someone has [DATE] or outstanding traffic tickets Business  It's been currently in effect and also when we look at this ordinance in regard to the health and food buffer and all, one of the things we need to keep in mind, and I stated earlier, it's not targeting the homeless individuals. It's protecting the neighborhood, homeless shelters, the homeless individuals because they can be vulnerable. Alcohol is not allowed in homeless shelters.",el paso
09_14_2021,homeless,"And what we're doing with our fusion centers, we're mapping out the locations that we have identified as homeless shelters per the definition. And as we progress on it, we're going to bring all this back to you. DATE0 for the first hearing and discuss it further as to the implementation on the ordinance.",el paso
11_07_2023,affordable housing,"so i i know that we have all met with [ORGANIZATION] before i thank you for that and just encouraging you to continue building that relationship in the future thank you ma'am [ORGANIZATION]  thank you mayor um yeah thank you for the update uh and for your work and miss [PERSON]'s work and all of your team's work um on this very important investment in these uh affordable housing units for for the city um you know as i've said before on a couple of different items that have come before us in [DATE] this isn't just about providing shelter  It's about strengthening the entire community, promoting equity, and making sure that we improve the quality of life for everybody, helping the most vulnerable [ORGANIZATION] lift everybody up. So as we heard in the presentation, it's about a $19.2 million investment of our home funds and our CDBG funds through the revolving loan program, revolving loan fund program.",el paso
