date,matched_words,Deidentified_paragraph,city
08_10_2016,houseless,"The economic sector is very important, and so is our social responsibility to the houseless. Thank you. Can I just, recognizing we have lots of people testifying.",portland
08_10_2016,homeless; homelessness,"My name is [ORGANIZATION]. I'm an architect who's designed quite a bit of homeless housing and homeless shelters. I worked with [ORGANIZATION], and I want to thank him for proposing private dollars to help solve homelessness.",portland
08_10_2016,homeless,"I am opposed to T1 for a [INSTITUTION] based on economic, environmental, humanistic, and lack of community involvement. The [ORGANIZATION] lease is going to be permanent. Humanistic, I was out at FAC0 the night before last, [ORGANIZATION] [TIME].",portland
08_10_2016,homeless,"There was a unanimous no from the homeless community that I talked to. Environmental, FAC0 is an... Absolutely, an excellent industrial site.",portland
08_10_2016,homelessness,"So I commend the private sector folks for stepping up, being willing to invest resources. That's a piece to the solution that we have.  haven't had and we need, and if we can combine that with real collaboration with people who are experiencing homelessness so that they are empowered, they have self-determination, that homelessness is not criminalized, people are treated with dignity. If those two groups can get together, I'm confident that over time they'll see the wisdom that both sides bring to it.",portland
08_10_2016,unhoused,"My name is [ORGANIZATION], and as a member of [ORGANIZATION], I'm here to add our support for concerns raised by unhoused people, advocates, and organizations about [ORGANIZATION]. And there are significant concerns here, including environmental toxicity, minimal public process, and virtually no defined details about the model for service delivery. While we urgently need more resources to address the housing emergency, real and lasting solutions require meaningful collaboration with the people who are affected.",portland
08_10_2016,unhoused,"Unhoused people living on [ORGANIZATION] have expressed to us that mass shelters, like the one that's proposed, are not appropriate for their needs, and the mass eviction of those communities is not going to solve this problem either. Compared to service agencies placing people in permanent housing and community-based solutions like FAC0 and FAC1, this proposed mass shelter is fiscally inefficient and uninformed by the perspectives of unhoused people. Many tenants in [ORGANIZATION] are just a rent hike, a no-cause eviction, a missed paycheck away from joining our unhoused neighbors outside.",portland
08_10_2016,unhoused,"Unhoused people who transition into housing immediately become some of the most vulnerable tenants in town here. Long-term solutions to these challenges are going to be the ones that support stable communities in our city, not temporary mass solutions that don't match the needs of the community they're meant to serve.  another mass shelter is not going to prevent vulnerable tenants from becoming unhoused policies that curtail arbitrary no-cause evictions and massive rent hikes will another mass shelter is not going to support healing and transition into permanent housing for our unhoused neighbors stable transitional communities like [ORGANIZATION] and FAC1 will i urge you to join us in insisting that any plans for new shelters be developed in full partnership with unhoused people with the understanding that warehousing people is entirely unacceptable  Also, in the absence of acceptable alternatives and alternate land for the residents of [ORGANIZATION], we continue to oppose the mass displacement as planned for [ORGANIZATION]. Thank you.",portland
08_10_2016,houseless,"I think not as the city council, but as a city, we live beneath our privilege if we don't help the houseless community. We need to put our differences behind us. but they can't do it.",portland
08_10_2016,houseless,"The neighborhood association, this neighborhood association can't do it because they're prejudiced they're biased, they're cruel and they're fucked up in their mind teaching their children to be prejudiced against them. Children are not prejudiced they don't grow there, I taught that I wouldn't want to move in that area because I'm afraid of those houseless people thank you  Go ahead, please. Welcome.",portland
08_10_2016,homeless,"I'm in seventh grade, and I'm a resident of the [ORGANIZATION] community. The recent proposal to use FAC0 as a [INSTITUTION] has me concerned for the safety of children and families in my neighborhood. Okay.",portland
08_10_2016,homeless,"Right now, I'm able to ride my scooter down the boardwalk, play in common areas with my friends, and wait for the school bus in [TIME]. I worry that if the homeless population in our neighborhood increases dramatically, I won't be able to do these things without an adult to keep me safe. There are kids of all ages where I live, and kids younger than me may not know better than to talk to strangers, which I would imagine would be all around the neighborhood if FAC0 becomes a [INSTITUTION].",portland
08_10_2016,homeless,"While I understand that it is important to offer our homeless population alternatives to camping on the [STREET], I urge the city to please consider a location that has a lesser impact on established community and on families. There is a children's school with students [ORGANIZATION] less than a [TIME] walk away from FAC0. I looked it up on [ORGANIZATION].",portland
08_10_2016,homeless,"I used to live in [ORGANIZATION]. I had to move here because with the incredibly... I had to move to [PERSON] because with the incredibly large homeless population there, I was not able to walk outside my condo building on my own.",portland
08_10_2016,homeless,"I'm a resident of [ORGANIZATION]. We are an intentional community for homeless people, and we have been trying to prove that we can be good neighbors, that we can have a good outcome for homeless people, work as we know as [STREET] families. There's so much to discuss.",portland
08_10_2016,homeless,"Thanks, [ORGANIZATION]. I've worked with [PERSON] and FAC0 for some period of time. After I retired I have seen what her program has done for the homeless the proposed plan by the city For the homeless is ill-conceived as we look at it now the homeless need a [STREET] to be safe and get well Not a [STREET] Convenient for city planners because developer has offered a funding the project now being suggested does not have the structure to provide the services needed by the homeless and  The planned location is also inappropriate as it abuts an expanding residential community.",portland
08_10_2016,homeless,We have the resources to create permanent shelter and an appropriate location for care for the homeless that will make our community healthier and safer. This location is not going to be a success for the homeless population. The need to access services that will allow them to ascend to permanent housing.,portland
08_10_2016,homeless,We're concerned about the proposed homeless facility at FAC0 and  The site is an industrial site that lies at the outer fringe of the residential portions of our city. There are no existing facilities. The site has a dilapidated warehouse and a structurally weak pier.,portland
08_10_2016,homeless; affordable housing,"[ORGANIZATION] options are limited and sidewalks non-existent. The distinction between an internment camp and a successful facility for the homeless depends on resolving these challenges. Our firm has developed over 10,000 units of affordable housing all over the country.",portland
08_10_2016,homelessness; affordable housing,"I testified [ORGANIZATION] to council as a [ORGANIZATION] board member in support of an affordable housing multi-grant for the developer of four large apartments in our neighborhood. I'm working with [PERSON] as a major supporter of the upcoming $258 million Yes for [ORGANIZATION] bond measure, but more germane to [ORGANIZATION]'s deliberation. For DATE2, I served on the board, including three as board chair of ORG2, which, as you know, is [ORGANIZATION]'s leading nonprofit addressing youth homelessness at its root causes.",portland
08_10_2016,homelessness,"The idea is the right source of resources, but the wrong use of them. I applaud [ORGANIZATION] leadership in bringing bold ideas forward for a citywide debate about homelessness. It's bold to declare a willingness to raise $60 million to immediately address the need for shelter.",portland
08_10_2016,homelessness,"But as a shelter site, FAC0 is set up for failure. Over [ORGANIZATION], I've spoken to leaders and advocates in the homelessness and housing communities. Many oppose FAC0 as a site, but those that are open to using FAC0 say that anything, including FAC0, is better than sleeping on the [STREET].",portland
08_10_2016,homeless; homelessness,"Sleeping on the [STREET] is not an intentional act, but placing our most vulnerable community members at [ORGANIZATION] would be an intentional act. An act ignoring the significant contamination issues cited by the [ORGANIZATION], ignoring the lack of basic infrastructure at the site, the lack of safety on a [STREET] with heavy industrial use, missing and damaged sidewalks, and infrequent bus service. Best practices for developing shelter for homeless persons include distributing appropriately scaled shelter where people are,  We know that poverty and homelessness now exist to the east in our community.",portland
08_10_2016,homeless,"This is why the county's efforts opening shelter at FAC0 in [ORGANIZATION] and the 100-bed family shelter on the [ORGANIZATION]-Gresham border are so important. I've reviewed the list of sites the city has developed as possible shelter sites, and it appears that many sites have been excluded for the same criteria that would eliminate FAC1. I ask why?  I appreciate the challenge the city has in working through the multitude of objections virtually any proposed shelter site will encounter, but I encourage council to reexamine the list of your sites and select options which do not expose our vulnerable community members to the significant hazards at FAC1 and deliver safe shelter and services to locations where our homeless already live.",portland
08_10_2016,homelessness; affordable housing,"I actually have built permanent supportive housing in partnerships, and we're currently working on a large affordable housing project with [ORGANIZATION]. From our relationships and partnerships with homelessness advocates and service providers, we know that warehousing large numbers of people into one space, apart from the services and support they need, is a poor and ineffective [STREET] to address this challenge. Instead, we should do what we know works, small shelters distributed throughout the community that provide targeted services for people with different needs, an approach already being successfully implemented throughout the region.",portland
08_10_2016,homeless; homelessness; affordable housing,"Together, the city and the county. much thanks to you, has established [ORGANIZATION], intergovernmental agency focused on addressing homelessness, affordable housing, and related services. That collaboration, along with [ORGANIZATION], is producing results.",portland
08_10_2016,homeless,"segment of our homeless population. I know that this is something that cannot be done alone. My colleagues and I at [ORGANIZATION], our company, and other business leaders across the community all have a role to play.",portland
08_10_2016,affordable housing,"We've been involved in several affordable housing projects. I've recently offered the city a building that we have in escrow in downtown called FAC0 on the same block as FAC1 that would be less expensive, safer, and more serviceable than FAC2. I understand FAC2 seems attractive.",portland
08_10_2016,homeless,"And there are two sites where my office is on our block between FAC0, FAC1, and FAC2.  Available on the open market, none of these sites are on the list. None. As a community, we need to pursue solutions that work and continue to support the work of a home for everyone and [ORGANIZATION], identifying sites that offer safe shelter,  accommodate the needs of different populations and provide access to services.",portland
08_10_2016,houseless,"That situation unfortunately did not work out, so I was back out in [ORGANIZATION]. I have been an advocate for houseless people and an advocate for self-organization. If you guys have any connection with modern science, systems theory works.",portland
08_10_2016,houseless,"[PERSON] are wrong, they are traumatic, and do not solve our problem. And I think, again, we have to look at our situation of perception of safety, because I hear it's a really big concern. It's a concern for houseless people as well.",portland
08_10_2016,houseless,"One of the big problems, I think, in [DATE] water corridor is the people who are houseless are concerned about safety and the people in the neighborhood are concerned about safety. But who are the people who are going to help organize people so they are safe? If people are organized, they contain their own safety and their own communication system and start creating community and start creating recovery.",portland
08_10_2016,houseless,And it's a very much bigger concept than who owns what. Because that's also a big problem. Native American people do not have houseless people.,portland
08_10_2016,houseless,"My name is [ORGANIZATION]. I work with [ORGANIZATION] on housing policy, an organizer with [PERSON], and I work with a couple of coalitions in [ORGANIZATION] that do direct outreach and organizing with houseless folks, the [ORGANIZATION]'s [ORGANIZATION] and [ORGANIZATION], both of which are working on looking at identifying and developing village-type models like [PERSON] to house the houseless. I have a lot of concerns about this proposal.",portland
08_10_2016,homeless,"It never works. You're going to spend a lot of money, and it's going to fail because you haven't done due diligence. Listen to what the commissioner is telling you and go back and redo your homework.  and get these people that are activists in the homeless community on board.",portland
08_10_2016,homeless,"You're going to ask the people of this city to come up with $100 million to warehouse the homeless?  when [ORGANIZATION] is blowing their tops. And by the [STREET], [PERSON] is in the same position I am, but they're ugly. What they said [ORGANIZATION] was ugly, and I resent that.",portland
08_10_2016,homeless,"I'd like to hear what he has to say to another prominent developer on how he wants to try to improve the homeless lives throughout this city. He's doing a tremendous amount of development on the riverfront. Now, step up to the table, [ORGANIZATION].",portland
08_10_2016,houseless,"Get a little closer, please. Hi, my name is [ORGANIZATION], and I want to just commend you for even doing the work. You know, we as a society tend to exclude our houseless separate from us.",portland
08_10_2016,affordable housing,"I do live on affordable housing in the [ORGANIZATION]. So my grandson and I have experienced houselessness in our neighborhood right underneath FAC0. He asked me, [ORGANIZATION], that's what he calls me, why are there people sleeping in tents by the [INSTITUTION]?",portland
08_10_2016,houseless,"You guys might be less close than I to being houseless, one paycheck away sometimes, but I have help. I have help. I want other people to have help too.",portland
08_10_2016,houseless,I've done work with [ORGANIZATION] being a community ambassador. So I know a lot of the houseless community personally. I see it personally on a [ORGANIZATION]-to-[ORGANIZATION] from my window where I walk or I play.,portland
08_10_2016,homelessness; affordable housing,"The reasoning for this was primarily the philosophy that it's better to get people straight into their own housing,  [ORGANIZATION], homelessness has only increased and we don't have infrastructure for them. Furthermore, the goal of maintaining a certain percentage of affordable housing within [ORGANIZATION], to my knowledge, we're very far off that goal. Even what affordable housing we have provided, I would question whether or not it is actually affordable to the 0 to 35 percent MFI range.",portland
08_10_2016,homeless,"He's an alcoholic, but he looked clean. He looked sober. He told me it's keeping me healthy, but 80 beds and [ORGANIZATION] time limits is not enough to serve thousands of homeless people in the [ORGANIZATION] area.",portland
08_10_2016,homeless,"But whether as a [ORGANIZATION] rental, transitional housing, or mass shelter, this form of infrastructure should have been preserved within the [ORGANIZATION] plan. To address neighborhood concerns, statistically, homeless are less violent than those indoors. From my own experience, what violence there is is overwhelmingly amongst themselves, and research has shown that even this violence increases when people need to jump from shelter to shelter, as is the case now in [ORGANIZATION].",portland
08_10_2016,homeless,We already have homeless people. camped out in front of elementary schools at FAC0. They're already causing problems downtown.,portland
08_10_2016,affordable housing,"This could improve that. And in terms of affordable housing, it improves density and increases the sharing and reusing of resources. Thank you.",portland
08_10_2016,homelessness,"Hi. My name is [ORGANIZATION], and I come to you [ORGANIZATION] as a homed person from [ORGANIZATION] who has experienced homelessness for [ORGANIZATION] life. I care deeply about this issue, and I've been fortunate to emerge from instability and have an amazing existence now.",portland
08_10_2016,homeless,"If it's quite possible that [ORGANIZATION] will come to a census and realize, oh my gosh, homeless people can be hard to work with, I quit. And then there won't be anything to it. Then we can go ahead and sell FAC0 and we can fulfill this crazy idea that's implied between the lines.",portland
08_10_2016,homeless,"We've just said, we can't put homeless people there. Let's grow things there and let's make organic beer there. Okay.",portland
08_10_2016,homeless,That's what we've said. We can't let the homeless people sleep on this contaminated land because we're going to sell it to a greenhouse or we're going to sell it to a brewery. The homeless people need to sleep there [ORGANIZATION].,portland
08_10_2016,homeless,[ORGANIZATION] doesn't want it in their backyard. But each one of those sectors needs something like this. We've got thousands and thousands of homeless people out there that are chronic victims.,portland
08_10_2016,homeless,"My name's [ORGANIZATION]. I'm a [ORGANIZATION] resident, a small business owner, and a candidate for city council. I'm here [ORGANIZATION] as a formerly homeless teen, a currently cost burden renter, and a housing advocate to voice my strong opposition to the lease of FAC0 for the eventual purpose of creating a mass [INSTITUTION].",portland
08_10_2016,homeless,So what happens when we put all our eggs into this basket? We still have hundreds of people sleeping on the [STREET] and others becoming homeless [ORGANIZATION]. We have a city that's desperate for solutions.,portland
08_10_2016,homeless; homelessness,"None of them can afford the increase, and none of them have anywhere to go. That's 30 more people potentially becoming homeless, including 12 children. Any action we take on homelessness must coincide with meaningful effort to stem the tide of people entering our homeless population due to displacement, through stronger tenant protections, and rent subsidies for cost-burdened households.",portland
08_10_2016,homeless,"Thank you, [ORGANIZATION]. I just wanted to show you, there's FAC0. A lot of people don't know what it is, but you can see there's an awful lot of vacant land around there that could be used for the homeless.",portland
08_10_2016,homelessness,I'm the conservation director for [ORGANIZATION]. And ORG1 supports aggressive prioritization of addressing homelessness and houselessness in this city. We supported that for [ORGANIZATION].,portland
08_10_2016,homeless; houseless,"The environmental implications, the economic implications are tremendous on this, and you just simply haven't looked at that. Furthermore, the site is also contaminated, and the idea of putting homeless and houseless people on a contaminated site is completely inappropriate. These sites take a long time to clean up and to make safe, and the idea that you can do this quickly is not realistic.",portland
08_10_2016,homeless; affordable housing,"Mayor, [ORGANIZATION], [ORGANIZATION], ORG1 Vice Chair. But [ORGANIZATION] I'm here as I'm not speaking for the commission, just as a citizen. And I want to speak to the long-term...  of terminal one um one long term if it is going to become long-term affordable housing or housing for the homeless that's a conditional use relative to the comp plan that is a type three you would need to show available lands relative to the jobs first it transfers from  industrial to housing.",portland
08_10_2016,homeless,"the second part of that is goal 9 as a [ORGANIZATION] we struggled with meeting goal 9 and i know you did too through the comp plan and you raised the the cargo from low to medium in looking at that jobs category  Through the type three, you would need to prove that, again, in looking at how you're going to meet those jobs with an increased deficit. And so while I'm very supportive of doing something for the homeless, and I think that's a top priority, I encourage you to think about the long term.",portland
08_10_2016,homeless,"[ORGANIZATION] and Commissioners, I'm [PERSON], a leader with [ORGANIZATION], [PERSON]. We want to state strongly on the record that we support this only as a  We also want to express some of our concerns and ask for measures to ensure that this will, in fact, be temporary, transitional, and transparent. We're concerned that homeless people facing impending sweeps have other places in which they may immediately situate themselves.",portland
08_10_2016,homeless; homelessness; affordable housing,"We're concerned that pressure to find good solutions will diminish if the homeless are simply moved out of sight. We're concerned that public money spent on literally warehousing homeless people will not only maintain the status quo for them and for our city, but that money will be diverted from providing true transitional and permanent affordable housing that is healthy, safe, and secure. We're concerned that those most knowledgeable about the problems and solutions of homelessness are opposed to the proposed long-term project.",portland
08_10_2016,homelessness,We also appreciate the distress of neighborhoods. And we can appreciate the pressures that you must fill to address the competing needs in our community. But we must appreciate most the needs of those people actually experiencing homelessness.,portland
08_10_2016,homeless; homelessness,"From their longtime advocates, we understand that the warehousing of homeless people tends only to lock them into warehousing and into continued homelessness. We have not had nearly enough time to meaningfully understand or respond to the full proposed project envisioned by [ORGANIZATION] until the community has had a reasonable time to consider its long-term implications. We ask for council's commitment to ensure that what passes [ORGANIZATION], if it does, is truly temporary.",portland
08_10_2016,homelessness; affordable housing,"And if I could just take [TIME] to make two specific requests. Okay. We ask and expect that you'll develop further plans for permanent, sustainable, restorative solutions to our homelessness and affordable housing crises, and that those plans be responsive to public testimony, be accountable, and be transparent in all phases.",portland
08_10_2016,housing crisis,"And we ask that the proposal, if it passes, that the city make a report on T1 to the public and hold a public hearing [DATE].  [ORGANIZATION] prior to any renewal of this temporary use of T1. And we look forward to working with you on solutions to the housing crisis that threatens the neighbors and the city that we love. Thank you.",portland
08_10_2016,unhoused,"I do a lot of work with the unhoused communities. And...  I've been to a lot of city council meetings where we deal with this, and this has to be the most preposterous idea that I've ever heard come out of this council or the previous one. So we have this giant track record of making bad decisions and coming up with projects that don't work, and then we reverse them, and we keep changing our course, and then we do this and we do that.",portland
08_10_2016,unhoused,"We have 96 neighborhood associations, and for easy math, let's say that we have 300 unhoused people. Each neighborhood association identifies one plot of land where we can set up an intentional micro-community, just like [ORGANIZATION]. Self-policed, mostly self-funded.",portland
08_10_2016,homelessness,That's inhumane. That's criminalizing homelessness because... There is a prison.,portland
08_10_2016,homeless,"As public and private sector leaders, we have a responsibility to address these shortages by providing both. There's no need, in our view, to pit a [INSTITUTION] and industrial land against one another. We don't know why it's become quite this level of dispute.",portland
08_10_2016,homeless,"But there is competition within the community in private businesses for washers and dryers. I mean, other people within community apartments or in houses also want to use that spot and they don't like. They're not really comfortable with people less homeless than them.  or excuse me, more homeless than them as they perceive using the washers and dryers.",portland
08_10_2016,homeless,"so that they don't, new shelters don't have the same problem, or create more to the problem with the people on the buses, with dirty laundry. And then someone mentioned porta-potties. I remember in the past, I'm not against housing homeless at all.",portland
08_10_2016,homeless,"I am in homeless camp at least once a week, and I live downtown [ORGANIZATION], and I walk outside my building, and at least once a week I walk out of my building to see a man urinating on the wall right near me. the door of my building. And in the homeless camps down on the corridor, I know personally the rats, and I'm talking about the little critters with the long tail.",portland
08_10_2016,homeless,"That figure is going to run anywhere from, it sounds like, $10,000 to $30,000 a month, however the council decides. We don't expect additional costs over and above that. There will be staff time that is currently [ORGANIZATION] and myself that will likely be working with [PERSON] and [ORGANIZATION] to further refine the...  program, the service levels to be provided by the operators.",portland
08_10_2016,homelessness,"I was struck by two statements from the public, one sort of at the beginning and one towards the end. PERSON0, or [PERSON], near the beginning said, This problem of homelessness needs a big vision. PERSON2, who I think was our last testifier, said, Humanize the issue.",portland
08_10_2016,homelessness,"We need to humanize the issue. And I absolutely agree. I mean, the problem of homelessness in our community is enormous.",portland
08_10_2016,homelessness,"I'm proud of that and we're going to stay clean on that issue and not spend ratepayer money on housing and homelessness as important as this priority is. So we don't need to pass this amendment in order to hew to that principle, but we do need to do some careful accounting and square up as is needed later on. But I don't see that we need to adopt these amendments in order to do that.",portland
08_10_2016,homeless,"I think it's important to give Mr. [PERSON] and [ORGANIZATION] a chance to make this happen, a chance to see an expansion of our capacity to help homeless people with private money, and the with private money thing is important. And I also do think there is some urgency because it would be nice if we actually had a facility up and running before the cold weather hits. I've heard a lot of people say, well, there must be a bunch of other sites.",portland
08_10_2016,homeless,"And the [ORGANIZATION], I think, recently published a list of 120 sites that the mayor has looked at over there and [ORGANIZATION] looked at in [ORGANIZATION]. I actually called [ORGANIZATION] over [LOCATION] and I figured he's no longer with the city, he can speak freely, and asked him, are there better sites than FAC0 for homeless shelters that we know were better but we dismissed them for political reasons?",portland
08_10_2016,homeless,"So if somebody comes to us in [ORGANIZATION] and says,  we have a plan for operating [ORGANIZATION] we've raised the money to do it we've got at least as good a plan for operating [ORGANIZATION] as [ORGANIZATION] has for operating FAC0 and the county has bought into it and since we're really opposed to FAC0 we'll only do [ORGANIZATION] FAC0 doesn't happen i'm would be opening to listening to that argument  I have suggested looking into FAC1, which is an underutilized city asset, as a [INSTITUTION]. It's fairly centrally located, has transit, bathrooms, showers, et cetera. It's my understanding that the city has had discussions with the trailblazers that sort of have the operating rights to that facility about that, and the blazers were willing to listen, but given their contractual obligations to other users, that's not something that could happen soon.",portland
08_10_2016,homeless,"As I said before, I think that the issue of the lease amount is something that needs further discussion. Again, I really, really appreciate everybody's testimony, and I'm not voting yes because I think the arguments against using FAC0 are bad arguments. I'm voting yes because I think that we are not in the position in this state of homeless emergency to look a gift horse in the mouth.",portland
08_10_2016,houseless,"We got a zoning confirmation letter. We know that the property is suitable for the proposed use. And then since we got that decided, we've been working with the community, the houseless community, to see what they want on the property.",portland
08_10_2016,houseless,"Thank you.  to get something like this cited, even if we wanted to just go right ahead and not consult with people in the houseless community. But I think we should. Nothing about us without us.",portland
08_10_2016,homeless; homelessness,"His title is, [PERSON] Isn't a Media Event, It's Real Life. It sucks to be homeless. Some people think it's easy in [ORGANIZATION].",portland
08_10_2016,homeless,"They are wrong. Nobody is choosing to be homeless because they don't want to go to a shelter. Seriously, would you?",portland
08_10_2016,homeless,"Good luck. [PERSON] says,  2,000 people didn't just decide to be homeless just to create a media spectacle or piss off the larger community. People are sleeping on our streets are human beings.",portland
08_10_2016,homelessness,"But [ORGANIZATION] I've been inspired by people who get up committed to ending the national disgrace of homelessness and who believe that everyone has a right to a safe and decent [STREET] to call home. And it is the reason I ran for office, and it is the reason I have been proud to partner with my colleagues in [LOCATION] around this emergency to do things that prior councils have not done. But my values tell me a couple of things about how we do this work.",portland
08_10_2016,homelessness,"I don't question my colleagues' motives or their values or their commitment to the fight against homelessness. But [ORGANIZATION], I question their judgment. No.",portland
08_10_2016,homelessness,"It was a serious commitment to a real crisis in both housing affordability for lots of people in our community, and we've heard about that again [ORGANIZATION], and we'll hear about it any time the subject comes up because it is a crisis [ORGANIZATION].  and about homelessness, which our city has been struggling with for a long time, and now [ORGANIZATION] cities in particular are struggling with at a whole new level because of all the reasons that have been mentioned. So this is a real thing. We've committed to it, and the crisis is far from over.",portland
08_10_2016,homelessness,"If there's anything I've learned in working on homelessness, it's that no good deed goes unpunished, but we should keep doing the good deeds and keep trying things. So I want to say let's keep trying to work together as a community here, even if this is a divided vote and even if this is a divided [ORGANIZATION]. Let's do the right thing.",portland
08_10_2016,homeless,"So I wanted to...  Thank you for the whatever behind-the-scenes work had to be done with [ORGANIZATION] and Governor [PERSON]'s office to get these homeowners, who are not the most affluent and politically influential people in [ORGANIZATION], some release and assistance. The gentleman who just testified, of course, alluded to some people almost wish there might be flooding along [ORGANIZATION]. I hope that as you also look at other ways government can work that people,  we can target government action towards the problems like this flood insurance issue and dealing with people using the criminal system the [STREET] it's supposed to be used to deal with people who have a problem where they become criminals who deal with methamphetamine or bicycles, not uniformly acting against some homeless people who are close to having stable micro-community housing in [PERSON].",portland
08_10_2016,affordable housing,"The key themes that we really heard is that there is support for [ORGANIZATION]. and we heard loud and clear that there's support for affordable housing, but there was support for mixed income that includes affordable housing. And finally, providing flexibility in resources was an important comment that we received as well.",portland
08_10_2016,affordable housing,"Yes. Good question, Commissioner [PERSON]. I can tell you right now the project that's being proposed at the FAC0 and FAC1 site, the [ORGANIZATION] and ORG1 team, we've heard loud and clear from community members that they would like to see a mix of affordable housing and obviously ORG2 would play a role in supporting that up to the 60 percent MFI level.",portland
08_10_2016,affordable housing,"And with this money that's designated to be spent in the FAC0 area, I'm hoping that some of that money that isn't the affordable housing money can be spent to subsidize that so we can get that mix of housing that we desperately need in that area. We need affordable housing, but we also need the other housing as well in order to have a mix. Okay.",portland
08_10_2016,affordable housing,"Great.  excited to have them thank you all right others who would like to speak on this point come on up please welcome hi my name is [ORGANIZATION] and I build apartments in the [ORGANIZATION] area I've been in front of you before and testified the last time was FAC0 on FAC1, and I praised that program because it worked, and it opened up that area for further development. And since then, and one of the things I said is I wanted to develop –  market rate and affordable housing in that area just south of FAC2, [PERSON].",portland
08_10_2016,affordable housing,"It more than triples my cost. And I think this is a good time to look at an LID for the whole area because... FAC0 will thrive, but it needs affordable housing and other types of housing so that the jobs that get created in that area, people can live close by.",portland
09_02_2015,homeless,"So with those ground rules in [STREET], let's please take Item 903. 903, request of [ORGANIZATION] to address council regarding homeless issues. PERSON1 here?",portland
09_02_2015,homeless,"Item 903, request of [ORGANIZATION] to address council regarding homeless issues. Although we will be moving soon. I'm sorry to interrupt you.",portland
09_02_2015,homeless,"Either one is fine, but just get close to it, please. OK. Although we will be moving soon, there will be still homeless people looking for a safe [STREET], warm [STREET] to lay down and rest or a hot meal.",portland
09_02_2015,homeless,"We all need to solve this homeless problem in [ORGANIZATION] instead of pushing all of us into the next state. So there we go.  904 request of [ORGANIZATION] to address counsel regarding homeless issues reader you here Okay, what will give her another opportunity?",portland
09_02_2015,homeless,905 please request of [ORGANIZATION] to address counsel regarding homeless issues. Good morning. Come on up.,portland
09_02_2015,homeless,"DATE0, the homeless percentage has went up 30%. I think in [LOCATION], it's going to be 60% if we don't do something now. I'm seriously really, I would think about putting more right to dreams to the city.",portland
09_02_2015,homelessness,"And you're a smart man, and I know you can do it. This needs to be really addressed quickly. Before we knew it, before we know it, it's going to be [ORGANIZATION] down the line, and it's going to be 75% homelessness.",portland
09_02_2015,homeless,Request of [ORGANIZATION] to address council regarding homeless issues. Good morning. Come on up.,portland
09_02_2015,homeless,"Good morning, council. As you know, my name is [ORGANIZATION]. And my perspective and perception of the homeless situation goes like this.",portland
09_02_2015,homeless,"I don't want to just talk about the fact that we have a growing homeless population, not just here but nationwide. I'm going to talk about what I see is the problem with the homeless and where this homeless population is growing, coming from. And I wrote down this real quickly, and I'm a little nervous, but I'm going to get it out as smoothly as possible in [TIME].",portland
09_02_2015,homeless,"Therefore, adding to the homeless population, which...  doesn't help the fact that FAC0 and places like them are trying to take the homeless people off the [STREET] and try to reinduce them into having housing and being what we call citizens, honorable citizens, where they aren't being harassed by people, places, and things. With that being said, that's what I came here to speak on. Great.",portland
09_02_2015,homeless,"Just pull that microphone down so it's relatively close to you there. Thank you. I was last here to talk about asking the USS Zumwalt to come and head up the Rose Festival.  and talk about Zero Homeless Vets Act, but since Mayor [PERSON] mentioned me by name and my cat not by name, in [ORGANIZATION]'s [ORGANIZATION], I thought you'd be interested in how that, oh, as a successfully housed former homeless vet, I thought you'd be interested in how that success keeps going.",portland
09_02_2015,homeless,"So in that spirit, I've set up and funded [ORGANIZATION], a non-religious nonprofit dedicated to helping house primarily homeless ORG1 vets and their family, and keep them housed. The ORG2 has given us 501c3 status. You can find us at [URL].",portland
09_07_2017,affordable housing,"$64 million for the gas tax, $250 million for the affordable housing bond. This is seven times the gas tax, twice the affordable housing bond for a project that, again, has no demonstrable benefits that they are ostensibly claiming to be provided. Okay.",portland
09_07_2017,affordable housing,Finding affordable housing close to where people work is more and more of a challenge. Freeway expansion is hugely expensive and proven not to reduce congestion. Mobility is a large component of our livability.,portland
09_07_2017,affordable housing,"Most important is that the maximum building heights in [ORGANIZATION] need to be lowered to 100 feet. The result will be to discourage demolition, encourage rehabilitation and reuse, both of which will help preserve a large number of existing affordable housing units in the district, a top priority [ORGANIZATION]. See examples of affordable housing on pages 2, [DATE], and 5 in my detailed recommendations.",portland
09_07_2017,affordable housing,"By market-priced residences depriving [ORGANIZATION] of an already inadequate supply of low-income housing, would my walks become more perilous through [ORGANIZATION]-like traffic, sunless wind tunnels, and cold concrete and glass storefronts? I don't assume that affordable housing would survive this change. I urge the council to protect affordable housing and the unique livability of [LOCATION] and set 100-foot limits on building height.",portland
09_07_2017,houseless,"But as an innovative vision for [ORGANIZATION]'s future, it can be built with a strong set of core values that define the [ORGANIZATION] we all want to see. So I'm here [ORGANIZATION] to ask that [ORGANIZATION] be built truly for everyone, that it be physically and culturally accessible, that it be developed through extensive community input, especially by those whose voices have historically been muted, that it feels welcoming and safe even for the persecuted, that it feels as if it belonged as much to the resident of the central city as to the resident of the outer neighborhoods, and that everyone, the houseless and the housed, feels a collective ownership of this unifying space in the central city. Thank you.",portland
